0,297.6265259
0.466,297.6265259
0.866,297.6400757
1.266,297.7011414
1.6,297.6943359
2.066,297.6740112
2.4,297.6197205
2.8,297.687561
3.133,297.6672363
3.533,297.5857849
3.866,297.5722351
4.333,297.6061707
4.733,297.5925903
5.133,297.5314941
5.533,297.5314941
6,297.4567566
6.333,297.4703369
6.733,297.4499512
7.066,297.504303
7.466,297.5314941
7.866,297.5722351
8.333,297.5450745
8.666,297.5111084
9,297.4907227
9.4,297.4499512
9.8,297.3479614
10.199,297.3615723
10.6,297.4635315
10.933,297.3615723
11.333,297.3275452
11.733,297.3139343
12.133,297.4091797
12.533,297.4295654
12.933,297.381958
13.266,297.3003235
13.666,297.2867126
14,297.2799072
14.4,297.252655
14.866,297.2662659
15.199,297.3343506
15.6,297.3683472
16,297.504303
16.4,297.5314941
16.8,297.5450745
17.199,297.4975281
17.6,297.5722351
18,297.5857849
18.333,297.6061707
18.8,297.4839172
19.133,297.4975281
19.533,297.5111084
19.866,297.5178833
20.266,297.5178833
20.666,297.5111084
21.066,297.5586548
21.466,297.4771423
21.866,297.4431458
22.266,297.4023743
22.733,297.4023743
23.066,297.3343506
23.466,297.3207397
23.866,297.3479614
24.266,297.4567566
24.666,298.0868835
25.133,299.5760193
25.533,301.2545166
26,302.4801941
26.4,303.473999
26.8,303.4033203
27.199,306.2586975
27.6,306.7337952
28,307.001709
28.333,307.9251709
28.8,308.632782
29.133,307.9375
29.533,308.724762
29.933,309.0675049
30.333,308.5591736
30.733,309.0124817
31.199,309.8773804
31.6,309.1530151
32,309.8409729
32.4,310.7298279
32.733,308.73703
33.133,309.0063782
33.6,308.1040344
33.933,309.6830444
34.4,309.1224976
34.733,311.7433777
35.133,312.8192139
35.533,311.0666504
35.933,311.8806458
36.333,310.3074341
36.733,310.6454773
37.133,309.8409729
37.533,313.1618958
37.866,310.331604
38.333,310.7840271
38.666,311.5820313
39.066,311.2946777
39.466,315.9606323
39.866,316.2657166
40.266,317.989563
40.733,317.0107422
41.199,319.6615906
41.6,320.9245605
42,319.0337219
42.4,320.6197205
42.8,317.7910156
43.199,318.7242126
43.6,317.4954529
43.933,321.438324
44.4,319.6951599
44.733,321.1292114
45.133,319.5441284
45.533,318.8030701
45.866,317.5011292
46.266,319.4489136
46.666,318.7918091
47,318.6734924
47.4,317.7966919
47.8,319.4377136
48.199,321.2838745
48.666,318.9550171
49,320.5142517
49.466,318.0462341
49.8,318.5889282
50.199,317.2504883
50.6,317.8477783
51,317.569397
51.4,317.6433105
51.8,318.1764832
52.199,317.8761597
52.6,319.4769287
53,316.5757446
